[02:47:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:47:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:47:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:47:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:47:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:47:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:47:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:00] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:00] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:02] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:02] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:04] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:04] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:04] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:04] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:04] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:04] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:06] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:06] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:06] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:06] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:06] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:06] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:07] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:07] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:07] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:07] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:07] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:07] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:08] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:08] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:08] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:08] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:08] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:08] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:08] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:08] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:09] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:09] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:10] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:10] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:10] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:10] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:10] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:10] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:11] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:11] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:11] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:11] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:11] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:11] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:12] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:12] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:12] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:12] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:12] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:12] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1763, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=953, attrs=[MaxDS,DS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1090, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=568, attrs=[MaxDS,DS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1185, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=589, attrs=[MaxDS,DS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:13] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:13] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:14] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:14] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
